Full Name,UB MAIL,CURRENT DEGREE,SKILLS,WORK EXPERIENCE,PROJECTS,GENDER,GPA,JOINING
Christopher White,briannalove@example.org,PHD,BACKEND,2,3,FEMALE,3.18,IMMEDIATELY
Christine Ramos,gilbert08@example.net,UNDER GRAD,FRONTEND,6,1,MALE,3.96,INTERESTED TO JOIN
Bonnie Garcia,marthaduffy@example.org,PHD,BACKEND,1,6,MALE,3.6,INTERESTED TO JOIN
Joe Thomas,nicolewu@example.org,PHD,CYBER SECURITY,1,1,OTHERS,3.06,IMMEDIATELY
Matthew Anderson,marywright@example.com,UNDER GRAD,CYBER SECURITY,6,9,FEMALE,3.44,INTERESTED TO JOIN
Joshua Ward,christopherjohnston@example.com,UNDER GRAD,CLOUD,2,10,OTHERS,3.59,INTERESTED TO JOIN
Maria Woods,jeremy89@example.com,PHD,AI/ML,2,9,MALE,3.72,IMMEDIATELY
Barbara Dawson,autumncalhoun@example.org,PHD,BACKEND,7,5,MALE,3.29,IMMEDIATELY
Sara Phelps,martin88@example.org,MASTERS,BACKEND,0,1,OTHERS,3.43,INTERESTED TO JOIN
Joe Petersen,blanchardmichael@example.org,UNDER GRAD,APP DEV,4,2,OTHERS,3.89,IMMEDIATELY
Victor Crawford,anthonymatthews@example.org,MASTERS,FULLSTACK,6,6,FEMALE,3.69,INTERESTED TO JOIN
Steven Clark,melissaperez@example.com,UNDER GRAD,FULLSTACK,4,1,FEMALE,3.27,INTERESTED TO JOIN
George Jones,wayne71@example.net,MASTERS,AI/ML,0,4,MALE,3.67,INTERESTED TO JOIN
Casey Taylor,annnelson@example.com,MASTERS,FULLSTACK,5,7,FEMALE,3.45,INTERESTED TO JOIN
Brandon Banks,diane97@example.net,UNDER GRAD,AI/ML,6,6,MALE,3.02,IMMEDIATELY
Bruce Green,rodriguezmegan@example.com,MASTERS,CLOUD,0,3,MALE,3.96,IMMEDIATELY
Dawn Jones,carlos04@example.org,PHD,APP DEV,7,10,FEMALE,3.33,INTERESTED TO JOIN
Chad Mays,anthonyvincent@example.org,MASTERS,CLOUD,3,1,MALE,3.29,INTERESTED TO JOIN
Shawn King,znixon@example.net,MASTERS,BACKEND,6,10,FEMALE,3.23,INTERESTED TO JOIN
Donna Mitchell,shawnhogan@example.com,UNDER GRAD,WEB DEV,0,1,MALE,3.92,INTERESTED TO JOIN
Madison Lewis,anthonyanderson@example.org,UNDER GRAD,BACKEND,5,7,MALE,3.88,INTERESTED TO JOIN
Ronald Washington,alexandra58@example.org,MASTERS,AI/ML,1,8,OTHERS,3.6,INTERESTED TO JOIN
Jacob Rodriguez,cynthiamcconnell@example.com,UNDER GRAD,FULLSTACK,3,2,MALE,3.63,IMMEDIATELY
Adam Taylor,amberrios@example.org,MASTERS,BACKEND,4,2,FEMALE,3.75,INTERESTED TO JOIN
Lisa Alvarez,rogersbobby@example.net,UNDER GRAD,AI/ML,6,1,MALE,3.38,INTERESTED TO JOIN
Joan Lewis,bjennings@example.com,MASTERS,FULLSTACK,4,10,OTHERS,3.85,INTERESTED TO JOIN
Amber Garrett DDS,ybarber@example.net,PHD,BACKEND,1,4,OTHERS,3.88,IMMEDIATELY
Nathan Thomas,smorgan@example.org,UNDER GRAD,FULLSTACK,6,3,OTHERS,3.73,INTERESTED TO JOIN
Hayden Howard,charlesmurray@example.net,PHD,WEB DEV,0,1,OTHERS,3.08,INTERESTED TO JOIN
Anthony Salazar,rhondajones@example.org,UNDER GRAD,FRONTEND,5,0,FEMALE,3.29,IMMEDIATELY
Karen Jensen,reginafranklin@example.net,UNDER GRAD,FULLSTACK,0,6,OTHERS,3.25,INTERESTED TO JOIN
Anna Mack,colejames@example.com,PHD,WEB DEV,3,8,MALE,3.91,IMMEDIATELY
Laurie Fisher,larrycrawford@example.com,UNDER GRAD,FULLSTACK,7,10,OTHERS,3.83,IMMEDIATELY
Jacob Morrison,isanchez@example.net,MASTERS,WEB DEV,5,5,OTHERS,3.61,IMMEDIATELY
Virginia Melendez,mcdonaldjoan@example.com,MASTERS,CYBER SECURITY,3,6,FEMALE,3.34,IMMEDIATELY
Daniel Bates,oliviathomas@example.net,PHD,APP DEV,6,2,FEMALE,3.96,IMMEDIATELY
Bradley Graham,jenna56@example.com,MASTERS,WEB DEV,5,9,OTHERS,3.98,IMMEDIATELY
Joshua Randolph,davidreid@example.org,UNDER GRAD,FULLSTACK,1,8,MALE,3.79,INTERESTED TO JOIN
Monica Oconnor,rponce@example.org,MASTERS,CLOUD,4,10,FEMALE,3.85,INTERESTED TO JOIN
Jeffrey Smith,james48@example.net,MASTERS,FRONTEND,6,3,FEMALE,3.34,INTERESTED TO JOIN
Larry Meyer,adawson@example.net,MASTERS,FRONTEND,0,9,FEMALE,3.32,INTERESTED TO JOIN
Timothy Lane,christopherrivera@example.org,MASTERS,AI/ML,3,4,OTHERS,3.65,IMMEDIATELY
Charles Lowe,josephwalker@example.net,MASTERS,BACKEND,6,5,FEMALE,3.8,IMMEDIATELY
Jermaine Sanchez,hjohnson@example.com,PHD,WEB DEV,0,4,FEMALE,3.21,INTERESTED TO JOIN
Jeffrey Gates,dbrock@example.org,MASTERS,BACKEND,6,10,OTHERS,3.23,IMMEDIATELY
Teresa Barrett,sanderssamantha@example.net,PHD,BACKEND,6,5,FEMALE,3.67,INTERESTED TO JOIN
Andre Garcia,briananderson@example.org,PHD,BACKEND,2,10,MALE,3.12,INTERESTED TO JOIN
Daniel Davis,amandarussell@example.org,UNDER GRAD,WEB DEV,1,10,OTHERS,3.45,IMMEDIATELY
Patricia Harris,lcampos@example.org,UNDER GRAD,FULLSTACK,5,4,OTHERS,3.42,IMMEDIATELY
Christopher Yu,shannonromero@example.org,UNDER GRAD,WEB DEV,0,2,FEMALE,3.26,IMMEDIATELY
David Mills,dianafisher@example.com,MASTERS,FULLSTACK,0,5,MALE,3.52,INTERESTED TO JOIN
Alan Lewis,caleb79@example.com,UNDER GRAD,WEB DEV,7,0,MALE,3.37,INTERESTED TO JOIN
Mark Santiago,wendybyrd@example.net,PHD,CLOUD,5,9,MALE,3.57,INTERESTED TO JOIN
Julie Medina,mbrewer@example.com,UNDER GRAD,CYBER SECURITY,6,2,FEMALE,3.92,IMMEDIATELY
Antonio Smith,omarshall@example.com,MASTERS,FULLSTACK,5,10,FEMALE,3.62,INTERESTED TO JOIN
Katherine Davis,andrewgrant@example.com,UNDER GRAD,FRONTEND,1,9,OTHERS,3.83,INTERESTED TO JOIN
Rachel Martinez,kylemoran@example.org,UNDER GRAD,FULLSTACK,5,3,OTHERS,3.35,INTERESTED TO JOIN
Daniel Lam,dean44@example.com,MASTERS,CYBER SECURITY,7,10,FEMALE,3.95,INTERESTED TO JOIN
Kara Schroeder,bryan39@example.net,PHD,FRONTEND,6,1,MALE,3.55,INTERESTED TO JOIN
Carrie Allen,smithrobert@example.com,UNDER GRAD,APP DEV,0,8,OTHERS,3.99,IMMEDIATELY
Terry Evans,travis04@example.org,UNDER GRAD,BACKEND,7,6,FEMALE,3.39,IMMEDIATELY
Taylor Adams,davidtucker@example.com,PHD,WEB DEV,7,4,OTHERS,3.7,IMMEDIATELY
Richard Davis,hutchinsonangelica@example.org,UNDER GRAD,CYBER SECURITY,0,2,MALE,3.69,IMMEDIATELY
Rachel Sullivan,whitegregory@example.com,PHD,WEB DEV,7,5,MALE,3.4,IMMEDIATELY
Anne Wilson DVM,morgankenneth@example.net,UNDER GRAD,WEB DEV,1,7,OTHERS,3.4,INTERESTED TO JOIN
Daisy Taylor,robertnguyen@example.net,PHD,FULLSTACK,6,9,OTHERS,3.44,IMMEDIATELY
Laura Hayden,danielsjoann@example.net,UNDER GRAD,AI/ML,0,7,FEMALE,3.13,INTERESTED TO JOIN
Tanya Thomas,ljones@example.org,MASTERS,BACKEND,7,10,OTHERS,3.45,INTERESTED TO JOIN
Victor Gonzalez,snyderjoan@example.org,PHD,FULLSTACK,1,4,MALE,3.45,INTERESTED TO JOIN
Natasha Juarez,clarkpaula@example.com,UNDER GRAD,BACKEND,3,10,FEMALE,3.04,IMMEDIATELY
Jose Ball,hawkinsthomas@example.org,PHD,FULLSTACK,7,9,OTHERS,3.29,IMMEDIATELY
William Gamble,jenniferparks@example.org,MASTERS,CYBER SECURITY,3,5,MALE,3.81,IMMEDIATELY
Steven Knight,lopezeric@example.com,MASTERS,AI/ML,2,8,FEMALE,3.33,IMMEDIATELY
Bailey Payne,erin54@example.org,UNDER GRAD,BACKEND,5,0,FEMALE,3.03,IMMEDIATELY
Molly Greene,toddallen@example.net,PHD,FULLSTACK,6,2,FEMALE,3.98,IMMEDIATELY
Mary Miller,jacob63@example.com,UNDER GRAD,FRONTEND,2,0,MALE,3.76,INTERESTED TO JOIN
Tristan Ramirez,woodsbridget@example.org,PHD,AI/ML,1,3,OTHERS,3.79,IMMEDIATELY
Franklin Chan,osolis@example.org,MASTERS,FULLSTACK,0,8,OTHERS,3.56,IMMEDIATELY
Roger Larson,jacquelinebell@example.com,MASTERS,AI/ML,4,5,FEMALE,3.3,IMMEDIATELY
Tracey Baker,susanmatthews@example.org,UNDER GRAD,CYBER SECURITY,4,8,MALE,3.19,IMMEDIATELY
Erin Thompson,tiffany92@example.com,PHD,CYBER SECURITY,5,5,OTHERS,3.76,INTERESTED TO JOIN
Joseph Thompson,thompsonandrew@example.net,PHD,BACKEND,6,3,OTHERS,3.45,IMMEDIATELY
Jennifer Hudson,ngonzalez@example.net,MASTERS,CYBER SECURITY,4,1,FEMALE,3.47,IMMEDIATELY
Julie Kent,emartin@example.com,UNDER GRAD,CYBER SECURITY,6,6,OTHERS,3.25,INTERESTED TO JOIN
Steven James,josephryan@example.org,UNDER GRAD,WEB DEV,1,3,FEMALE,3.45,INTERESTED TO JOIN
Linda Santiago,jgarrett@example.net,MASTERS,APP DEV,3,7,MALE,3.97,INTERESTED TO JOIN
Roberto Henry,tonyrasmussen@example.org,MASTERS,CLOUD,1,3,FEMALE,3.14,INTERESTED TO JOIN
Ethan Cook,thomas44@example.org,MASTERS,WEB DEV,3,0,MALE,3.05,IMMEDIATELY
Amber Lawrence,mcoleman@example.net,PHD,APP DEV,1,7,MALE,3.7,INTERESTED TO JOIN
Tanner Rodriguez,lmitchell@example.net,PHD,WEB DEV,0,1,FEMALE,3.79,IMMEDIATELY
Kayla Mahoney,xbishop@example.com,MASTERS,FULLSTACK,6,3,MALE,3.45,INTERESTED TO JOIN
Hector Johnson,davidross@example.org,UNDER GRAD,WEB DEV,1,6,MALE,3.46,INTERESTED TO JOIN
Jacob Haney,hawkinsronald@example.com,PHD,WEB DEV,1,4,MALE,3.93,IMMEDIATELY
Cynthia Roy,tracybrooks@example.net,MASTERS,BACKEND,6,7,MALE,3.4,IMMEDIATELY
Theresa White,martinezdanny@example.org,UNDER GRAD,FRONTEND,4,5,OTHERS,3.3,INTERESTED TO JOIN
Eric Meyer,bakerlisa@example.net,MASTERS,CLOUD,1,10,OTHERS,3.31,INTERESTED TO JOIN
Tanya Wilkinson,qphelps@example.net,UNDER GRAD,FULLSTACK,3,0,OTHERS,3.76,IMMEDIATELY
Miss Ashley Lynch,lkim@example.net,UNDER GRAD,BACKEND,6,3,FEMALE,3.0,INTERESTED TO JOIN
Nathan Barnett,wisebrett@example.net,MASTERS,APP DEV,3,1,OTHERS,3.14,IMMEDIATELY
Stephanie Jordan,karen42@example.org,PHD,FULLSTACK,3,10,MALE,3.93,IMMEDIATELY
Charles Ochoa,webersabrina@example.net,UNDER GRAD,AI/ML,0,4,FEMALE,3.34,INTERESTED TO JOIN
Jacob Nolan,cookdavid@example.com,MASTERS,FULLSTACK,5,5,OTHERS,3.07,IMMEDIATELY
Elizabeth Salinas,mccallapril@example.org,MASTERS,WEB DEV,1,6,FEMALE,3.47,INTERESTED TO JOIN
Julie Lopez,mikayla98@example.org,UNDER GRAD,WEB DEV,4,5,MALE,3.77,IMMEDIATELY
Drew Brooks,wilsonmisty@example.org,UNDER GRAD,CYBER SECURITY,4,9,MALE,3.99,IMMEDIATELY
Kelly Weber,bookerpatrick@example.net,MASTERS,FULLSTACK,4,7,FEMALE,3.17,INTERESTED TO JOIN
Amanda Daniels,bdean@example.org,UNDER GRAD,AI/ML,5,5,FEMALE,3.63,INTERESTED TO JOIN
Zachary Harrington,emily91@example.org,UNDER GRAD,FULLSTACK,0,10,FEMALE,3.96,IMMEDIATELY
Tracy Rivera,murphybarbara@example.org,UNDER GRAD,WEB DEV,4,1,MALE,3.25,INTERESTED TO JOIN
Valerie Robinson,tiffany97@example.net,MASTERS,AI/ML,6,7,MALE,3.46,IMMEDIATELY
Crystal Patterson,qcarter@example.org,PHD,BACKEND,5,2,OTHERS,3.17,IMMEDIATELY
Nancy Henderson,meagan49@example.net,UNDER GRAD,AI/ML,4,8,FEMALE,3.51,IMMEDIATELY
Scott Robles,perezcolin@example.com,UNDER GRAD,CYBER SECURITY,5,7,MALE,3.55,INTERESTED TO JOIN
Molly Patel,weaverbobby@example.org,PHD,FULLSTACK,1,7,OTHERS,3.28,IMMEDIATELY
Charles Blackburn,kgarcia@example.net,PHD,AI/ML,1,7,MALE,3.55,IMMEDIATELY
William Vang,bushlisa@example.net,MASTERS,WEB DEV,5,10,FEMALE,3.92,INTERESTED TO JOIN
James Matthews,victoriakennedy@example.org,MASTERS,FULLSTACK,6,2,FEMALE,3.56,INTERESTED TO JOIN
Grant Collins,melanie68@example.com,MASTERS,WEB DEV,4,8,MALE,3.61,INTERESTED TO JOIN
Roy Clark,mariarollins@example.net,PHD,FRONTEND,0,7,FEMALE,3.08,INTERESTED TO JOIN
Mary Wade,mowen@example.com,PHD,CLOUD,7,0,FEMALE,3.51,IMMEDIATELY
Hannah Murphy,daniellebeard@example.org,UNDER GRAD,CYBER SECURITY,7,9,OTHERS,3.14,INTERESTED TO JOIN
James Mack,vjackson@example.net,UNDER GRAD,CLOUD,7,1,MALE,3.13,INTERESTED TO JOIN
Jennifer Hayes,longmichael@example.org,MASTERS,CLOUD,7,8,FEMALE,3.95,IMMEDIATELY
Mrs. Shelby Garcia,hernandezroger@example.com,PHD,FRONTEND,4,8,MALE,3.93,IMMEDIATELY
Lisa Peters,madison03@example.com,MASTERS,AI/ML,6,9,OTHERS,3.12,IMMEDIATELY
Christopher Collier,jdavis@example.net,MASTERS,BACKEND,3,2,OTHERS,3.46,IMMEDIATELY
Joel Carr,kdavis@example.org,UNDER GRAD,CYBER SECURITY,5,9,FEMALE,3.08,INTERESTED TO JOIN
Jodi Pierce,bennettchristine@example.com,PHD,APP DEV,0,1,MALE,3.91,IMMEDIATELY
Kaitlyn Robinson,antonioking@example.com,PHD,FULLSTACK,4,4,FEMALE,3.72,IMMEDIATELY
Paul Mills,bradley22@example.com,MASTERS,WEB DEV,1,3,FEMALE,3.84,IMMEDIATELY
Robert Wong,richardestrada@example.com,PHD,FULLSTACK,3,9,FEMALE,3.65,INTERESTED TO JOIN
Trevor Hernandez,teresajohnson@example.net,UNDER GRAD,BACKEND,5,5,OTHERS,3.33,IMMEDIATELY
Douglas Thompson,mcdanieljeffery@example.com,UNDER GRAD,CYBER SECURITY,6,8,MALE,3.06,INTERESTED TO JOIN
Meghan May,johnsonbenjamin@example.net,UNDER GRAD,CLOUD,3,8,OTHERS,3.39,IMMEDIATELY
Daniel Neal,mschultz@example.org,UNDER GRAD,APP DEV,2,8,FEMALE,3.07,IMMEDIATELY
Sharon Obrien,daniel53@example.org,MASTERS,BACKEND,3,1,MALE,3.72,INTERESTED TO JOIN
Melissa Campbell,ascott@example.net,PHD,FULLSTACK,7,10,FEMALE,3.57,IMMEDIATELY
Richard Molina,fieldsdeborah@example.com,PHD,WEB DEV,7,3,MALE,3.03,INTERESTED TO JOIN
David Ford,clarkmarcus@example.com,PHD,WEB DEV,7,4,FEMALE,3.16,IMMEDIATELY
William Conner,dianesmith@example.com,UNDER GRAD,FRONTEND,7,0,MALE,3.59,IMMEDIATELY
Heidi Krueger,gmedina@example.org,MASTERS,FRONTEND,1,10,FEMALE,3.72,INTERESTED TO JOIN
Aaron Hayden,robinsonemily@example.org,PHD,CYBER SECURITY,2,7,MALE,3.3,IMMEDIATELY
Paul Elliott,rdiaz@example.net,MASTERS,AI/ML,4,1,FEMALE,3.17,IMMEDIATELY
Sheila Curtis,williamsmark@example.net,PHD,FRONTEND,6,0,MALE,3.89,IMMEDIATELY
Robert Gould,nguyenpreston@example.org,PHD,APP DEV,1,1,MALE,3.54,IMMEDIATELY
Kevin Landry,katherinehuff@example.com,MASTERS,AI/ML,2,6,OTHERS,3.64,IMMEDIATELY
Dennis Hoffman,murrayjenna@example.com,UNDER GRAD,FRONTEND,5,3,MALE,3.73,INTERESTED TO JOIN
April Christian,nicholas11@example.org,MASTERS,AI/ML,4,8,FEMALE,3.58,IMMEDIATELY
Randall Serrano,patriciamartin@example.net,UNDER GRAD,CLOUD,3,9,FEMALE,3.18,INTERESTED TO JOIN
Laura Mack,andrew10@example.net,UNDER GRAD,APP DEV,1,1,OTHERS,3.07,INTERESTED TO JOIN
Tiffany Ward,brianballard@example.net,UNDER GRAD,WEB DEV,4,7,OTHERS,3.85,IMMEDIATELY
Mrs. Gina Reyes,janice99@example.org,PHD,CLOUD,2,2,OTHERS,3.3,IMMEDIATELY
Luis Collins,swallace@example.com,UNDER GRAD,APP DEV,3,1,MALE,3.96,INTERESTED TO JOIN
Robert Moss,lesliescott@example.net,UNDER GRAD,APP DEV,0,2,FEMALE,3.24,IMMEDIATELY
Alexander Turner,donnajohnson@example.net,MASTERS,CLOUD,6,5,FEMALE,3.86,IMMEDIATELY
Ronald Anthony,collinsjesse@example.org,MASTERS,WEB DEV,3,9,OTHERS,3.79,IMMEDIATELY
Dennis Richard,milleranna@example.com,MASTERS,FRONTEND,4,8,FEMALE,3.29,INTERESTED TO JOIN
Rebecca Brown,andrewwright@example.org,MASTERS,CYBER SECURITY,1,1,OTHERS,3.57,INTERESTED TO JOIN
Ashley Ward,michaeltrujillo@example.com,UNDER GRAD,CYBER SECURITY,0,3,OTHERS,3.44,INTERESTED TO JOIN
Phillip Burns,omercado@example.org,MASTERS,FRONTEND,7,10,MALE,3.9,IMMEDIATELY
Olivia Moore,greeraaron@example.net,PHD,CYBER SECURITY,1,5,FEMALE,3.0,INTERESTED TO JOIN
Dennis Cisneros,ericagibson@example.net,UNDER GRAD,WEB DEV,2,4,OTHERS,3.71,IMMEDIATELY
Debra Gilbert,kevinriggs@example.com,MASTERS,APP DEV,7,9,FEMALE,3.88,INTERESTED TO JOIN
Timothy Brooks,llee@example.com,UNDER GRAD,FULLSTACK,0,10,OTHERS,3.02,IMMEDIATELY
Lindsey Torres,tiffanyritter@example.org,PHD,FULLSTACK,5,9,OTHERS,3.99,INTERESTED TO JOIN
Michael Anderson,scottthomas@example.net,PHD,WEB DEV,2,10,MALE,3.69,IMMEDIATELY
Corey Duran,rachelholland@example.net,UNDER GRAD,AI/ML,1,9,OTHERS,3.3,INTERESTED TO JOIN
Mark Fisher,xellison@example.net,UNDER GRAD,CLOUD,7,2,MALE,3.87,INTERESTED TO JOIN
Kevin Carr,rcox@example.net,UNDER GRAD,CLOUD,3,0,OTHERS,3.25,INTERESTED TO JOIN
Lisa Allison,fbrown@example.net,PHD,BACKEND,1,2,MALE,3.06,INTERESTED TO JOIN
Shelley Suarez,stacyholder@example.org,PHD,BACKEND,7,0,MALE,3.4,INTERESTED TO JOIN
Jeffery Lawson,nkemp@example.net,PHD,APP DEV,5,9,OTHERS,3.12,IMMEDIATELY
Kendra Hoover,russomelissa@example.net,MASTERS,CLOUD,7,2,OTHERS,3.64,INTERESTED TO JOIN
Nicholas Webb,matthewhays@example.net,UNDER GRAD,AI/ML,7,0,FEMALE,3.44,INTERESTED TO JOIN
Jeffrey Arnold,ephillips@example.net,PHD,BACKEND,7,9,OTHERS,3.45,INTERESTED TO JOIN
Cathy Coffey,johncollins@example.com,MASTERS,APP DEV,7,3,FEMALE,3.17,INTERESTED TO JOIN
Victoria Hickman,jali@example.net,UNDER GRAD,FRONTEND,7,0,FEMALE,3.54,INTERESTED TO JOIN
Eric Adams,xlozano@example.org,UNDER GRAD,AI/ML,2,8,MALE,3.48,INTERESTED TO JOIN
Carl Martinez,rogersdavid@example.org,UNDER GRAD,WEB DEV,2,10,FEMALE,3.48,IMMEDIATELY
Dr. Sean Mckinney,matthewjohnson@example.net,MASTERS,AI/ML,1,6,OTHERS,3.57,IMMEDIATELY
Hannah Mitchell,garciaandrew@example.org,UNDER GRAD,AI/ML,0,1,FEMALE,3.99,IMMEDIATELY
Brittany Vega,williamsmary@example.com,UNDER GRAD,WEB DEV,3,4,FEMALE,3.57,IMMEDIATELY
Nicholas Taylor,moranlori@example.net,UNDER GRAD,CYBER SECURITY,3,1,MALE,3.26,INTERESTED TO JOIN
Kaitlin Wright,joyce79@example.org,PHD,AI/ML,6,5,MALE,3.25,IMMEDIATELY
Matthew Ross,nortonbeverly@example.com,MASTERS,WEB DEV,1,0,MALE,3.2,IMMEDIATELY
Lori Huff,brendangarcia@example.com,MASTERS,FULLSTACK,1,6,MALE,3.79,INTERESTED TO JOIN
John Velez,osimon@example.org,PHD,WEB DEV,3,6,FEMALE,3.74,IMMEDIATELY
Duane Sandoval,millerjerry@example.org,PHD,AI/ML,7,8,OTHERS,3.42,INTERESTED TO JOIN
Danielle Hernandez,nancylopez@example.org,UNDER GRAD,BACKEND,2,1,MALE,3.56,INTERESTED TO JOIN
Garrett Lopez,adriennekeller@example.net,PHD,BACKEND,3,9,FEMALE,3.88,IMMEDIATELY
Tina Rich,patelkelly@example.com,MASTERS,WEB DEV,7,4,OTHERS,3.5,IMMEDIATELY
Angela Garcia,linda22@example.org,UNDER GRAD,BACKEND,1,1,OTHERS,3.65,INTERESTED TO JOIN
Michael Carr,rhenderson@example.com,UNDER GRAD,CYBER SECURITY,1,7,MALE,3.18,INTERESTED TO JOIN
Jeffrey Sanchez DDS,sophiadawson@example.org,MASTERS,FULLSTACK,1,3,FEMALE,3.35,INTERESTED TO JOIN
Amy Richardson,chelsea98@example.org,PHD,APP DEV,1,8,FEMALE,3.37,INTERESTED TO JOIN
Tamara Harris,qtaylor@example.net,MASTERS,APP DEV,2,0,MALE,3.78,INTERESTED TO JOIN
Hunter Hernandez,amoody@example.net,PHD,AI/ML,4,3,MALE,3.31,IMMEDIATELY
David Kennedy,dillonelizabeth@example.com,UNDER GRAD,WEB DEV,2,9,FEMALE,3.02,IMMEDIATELY
Mrs. Amy Silva,morenoashley@example.com,PHD,WEB DEV,3,1,MALE,3.79,IMMEDIATELY
Sabrina Thomas,lynn71@example.org,PHD,FRONTEND,0,10,OTHERS,3.54,IMMEDIATELY
Joshua Parsons,brandon46@example.org,PHD,FULLSTACK,6,1,OTHERS,3.95,IMMEDIATELY
Karen Fields,dianaroberts@example.com,UNDER GRAD,AI/ML,5,1,FEMALE,3.18,IMMEDIATELY
Maria Vargas,anthonyhayes@example.org,UNDER GRAD,APP DEV,5,6,FEMALE,3.17,IMMEDIATELY
Jose Preston,evan13@example.com,PHD,BACKEND,0,5,MALE,3.14,IMMEDIATELY
Bailey Holloway,kingdana@example.com,UNDER GRAD,AI/ML,6,0,FEMALE,3.65,IMMEDIATELY
Dennis Thompson,fsmith@example.net,MASTERS,WEB DEV,4,3,OTHERS,3.25,INTERESTED TO JOIN
Mike Henry,coletara@example.net,MASTERS,AI/ML,7,3,MALE,3.51,INTERESTED TO JOIN
Jay Strickland,richard04@example.net,UNDER GRAD,APP DEV,1,5,FEMALE,3.69,IMMEDIATELY
Michelle Becker,james18@example.net,PHD,FRONTEND,5,6,MALE,3.88,IMMEDIATELY
Chelsea Clark,marystark@example.com,MASTERS,CLOUD,7,1,MALE,3.56,INTERESTED TO JOIN
Katherine Stein,ramirezjoshua@example.org,MASTERS,WEB DEV,7,8,OTHERS,3.4,INTERESTED TO JOIN
Tanya Richardson,msnyder@example.org,MASTERS,CYBER SECURITY,0,7,OTHERS,3.68,INTERESTED TO JOIN
Beverly Douglas,bhill@example.net,MASTERS,APP DEV,4,2,MALE,3.87,IMMEDIATELY
Patricia Perez,randall97@example.com,PHD,BACKEND,2,8,FEMALE,3.59,IMMEDIATELY
Victoria West,hwhite@example.net,UNDER GRAD,FULLSTACK,0,2,FEMALE,3.35,IMMEDIATELY
Samantha Marshall,albertschmidt@example.com,UNDER GRAD,AI/ML,7,1,MALE,3.99,IMMEDIATELY
Barbara Cowan,ehudson@example.com,PHD,BACKEND,3,9,FEMALE,3.3,IMMEDIATELY
Christopher Mcmahon,william89@example.org,UNDER GRAD,AI/ML,0,6,MALE,3.11,IMMEDIATELY
Joseph Murray,shermanjoseph@example.org,MASTERS,FULLSTACK,7,3,MALE,3.31,IMMEDIATELY
Loretta Singh,courtneycontreras@example.net,PHD,BACKEND,0,5,MALE,3.37,IMMEDIATELY
Pamela Evans,burnssean@example.com,MASTERS,FRONTEND,2,10,OTHERS,3.43,INTERESTED TO JOIN
Nichole Howard,walkerveronica@example.net,MASTERS,AI/ML,5,6,FEMALE,3.84,IMMEDIATELY
Jeffrey Conner,miguel30@example.com,MASTERS,FULLSTACK,1,6,OTHERS,3.25,INTERESTED TO JOIN
Michelle James,katherineferguson@example.org,UNDER GRAD,APP DEV,1,5,OTHERS,3.58,IMMEDIATELY
Vanessa Allen,wrightjohn@example.com,MASTERS,BACKEND,6,1,OTHERS,3.81,INTERESTED TO JOIN
Emma Dixon,anthonylopez@example.org,UNDER GRAD,CLOUD,3,7,OTHERS,3.8,IMMEDIATELY
Laura Little,sanderserin@example.com,UNDER GRAD,CYBER SECURITY,2,6,FEMALE,3.67,IMMEDIATELY
Michael Conley,fbautista@example.org,PHD,CYBER SECURITY,3,6,OTHERS,3.93,IMMEDIATELY
Carla Wang,alan11@example.com,MASTERS,APP DEV,2,8,OTHERS,3.25,IMMEDIATELY
Drew Medina,simmonsbobby@example.org,UNDER GRAD,CLOUD,6,6,OTHERS,3.14,INTERESTED TO JOIN
Jaime Peterson,wuamy@example.org,MASTERS,CLOUD,7,2,MALE,3.73,INTERESTED TO JOIN
Rachel Sanders,nguyenronald@example.org,UNDER GRAD,WEB DEV,7,8,OTHERS,3.77,IMMEDIATELY
Shane Hodges,sara49@example.com,MASTERS,AI/ML,3,3,OTHERS,3.4,IMMEDIATELY
Lauren Thornton,barbaradavis@example.org,PHD,FRONTEND,6,8,OTHERS,3.44,IMMEDIATELY
Justin Cummings,brandiaguilar@example.net,UNDER GRAD,CLOUD,7,0,OTHERS,3.01,INTERESTED TO JOIN
Katherine Conner,ryan65@example.net,MASTERS,CYBER SECURITY,5,3,OTHERS,3.27,IMMEDIATELY
Cody Casey,brucecantrell@example.com,PHD,FULLSTACK,5,1,FEMALE,3.85,INTERESTED TO JOIN
Wayne Carr,foxtonya@example.com,MASTERS,FULLSTACK,4,1,OTHERS,3.95,IMMEDIATELY
Miss Karen Lewis,sabrina06@example.net,UNDER GRAD,WEB DEV,3,5,FEMALE,3.53,INTERESTED TO JOIN
Mr. James Anderson,martinmiguel@example.net,UNDER GRAD,WEB DEV,4,1,FEMALE,3.85,IMMEDIATELY
Beth Powell,ogilbert@example.com,MASTERS,FRONTEND,6,1,OTHERS,3.06,INTERESTED TO JOIN
Sandra Booth,christine93@example.com,UNDER GRAD,WEB DEV,4,6,MALE,3.5,IMMEDIATELY
Rebecca Simpson,sharonjohnson@example.net,MASTERS,AI/ML,1,7,FEMALE,3.37,INTERESTED TO JOIN
Corey Russo,martinrandy@example.com,MASTERS,AI/ML,2,10,OTHERS,3.04,IMMEDIATELY
Ronald Daniel,gomezadrian@example.net,MASTERS,CLOUD,1,3,OTHERS,3.06,IMMEDIATELY
